process_id,process_material,process_reactanta,process_reactantb,process_reactantc,process_reactantd,reference_doi,paper_id,paper_title,extracted_info
749,Pt,Pt(CpMe)Me3,O2 plasma,,,10.1149/1.3125876,R732627,Remote Plasma ALD of Platinum and Platinum Oxide Films,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Pt(CpMe)Me3, O2 plasma""
        ],
        ""temperature_range"": ""100-300°C"",
        ""pressure_range"": ""0.01 mbar for O2 plasma, 0.03 mbar for O2 gas""
    },
    ""film_properties"": {
        ""material"": ""Pt"",
        ""thickness_control"": ""In situ spectroscopic ellipsometry (SE) used to determine thickness"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""30 nm for Pt, 26.7 nm for PtO2"",
        ""film_density"": ""21 g/cm3 for Pt, 10.8 g/cm3 for PtO2"",
        ""surface_roughness"": ""0.4-0.7 nm for Pt, 0.4 nm for PtO2"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""No significant nucleation delay for remote plasma ALD, immediate growth observed"",
        ""growth_per_cycle"": ""0.045 nm/cycle for Pt, 0.047 nm/cycle for PtO2""
    },
    ""safety"": ""-"",
    ""stability"": ""PtO2 films show higher stability due to higher oxygen content (PtO2.2)"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""Precursor dosing time of 3 s for remote plasma process"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Electrical resistivity"": ""15 µΩ·cm for Pt, >100 µΩ·cm for PtO2"",
        ""Atomic composition"": ""100% Pt for Pt films, 31% Pt and 69% O for PtO2 films"",
        ""Crystallinity"": ""Cubic phase for Pt, amorphous or nanocrystalline for PtO2"",
        ""Optical properties"": ""Distinct dielectric functions for Pt and PtO2""
    }
}"
25,Al2O3,AlMe3,H2O,,,10.1063/1.1590743,R732631,GaAs metal–oxide–semiconductor field-effect transistor with nanometer-thin dielectric grown by atomic layer deposition,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, H2O""
        ],
        ""temperature_range"": ""300 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""Thickness and uniformity of deposited oxide layer was well controlled at angstrom level."",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""8 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""-""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""The device shows a broad maximum transconductance of 120 mS/mm and a drain current of more than 400 mA/mm. The device shows a good linearity, low gate leakage current, and negligible hysteresis in drain current in a wide range of bias voltage."",
    ""extra_properties"": {
        ""breakdown_voltage"": "">4 V for an 8-nm-thick Al2O3 layer"",
        ""breakdown_field"": "">5 MV/cm"",
        ""gate_leakage_current_density"": ""<1x10^-6 A/cm^2 for gate operation between 14 to 24 V"",
        ""interface_quality"": ""High quality, with a very thin Ga-oxide interfacial layer"",
        ""post_deposition_anneal"": ""600 °C for 60 s in an oxygen ambient"",
        ""activation_annealing"": ""450 °C in a helium gas ambient"",
        ""ohmic_contacts"": ""Formed by electron beam deposition of Au/Ge/Au/Ni/Au and a lift-off process, followed by a 435 °C anneal in a forming gas ambient"",
        ""gate_electrodes"": ""Ti/Au metals were e-beam evaporated, followed by lift-off"",
        ""sheet_resistance"": ""740 Ω/h"",
        ""contact_resistance"": ""1.5 Ω mm"",
        ""device_isolation"": ""Achieved by oxygen implantation"",
        ""oxide_removal"": ""Wet etch in diluted HF"",
        ""transconductance"": ""120 mS/mm"",
        ""flatband_condition"": ""Roughly at the gate bias where the transconductance gm appears maximum"",
        ""interface_trap_density"": ""5x10^11 - 10^12/cm^2 eV"",
        ""gate_modulation"": ""Good gate modulation or large gm at accumulate region demonstrates the high quality of Al2O3/GaAs interface""
    }
}"
25,Al2O3,AlMe3,H2O,,,10.1149/1.2737629,R732634,Plasma and Thermal ALD of Al[sub 2]O[sub 3] in a Commercial 200 mm ALD Reactor,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, H2O""
        ],
        ""temperature_range"": ""25°C to 300°C"",
        ""pressure_range"": ""15 mTorr""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""In situ spectroscopic ellipsometry (SE) measurements"",
        ""uniformity"": ""Nonuniformities of less than ±2% over 200 mm diameter substrates"",
        ""conformality"": ""Excellent conformality in macropores with an aspect ratio of 8:1"",
        ""film_thickness"": ""Varied, with specific example of 83 nm for 700 cycles"",
        ""film_density"": ""2.6 ± 0.1 g/cm³ at 25°C to 3.0 ± 0.1 g/cm³ at 200°C and higher"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""1.64 ± 0.02 for films deposited at temperatures higher than 100°C""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, evidenced by saturation behavior of the oxidation step"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""1.7 Å/cycle at 25°C to 1.0 Å/cycle at 300°C for remote plasma ALD; 1.0 Å/cycle at 200°C for thermal ALD""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""High dielectric constants of 7.8 (as-deposited) and 8.9 (forming gas annealed) for remote plasma deposited films"",
    ""extra_properties"": {
        ""electrical_properties"": ""Breakdown voltage of 9.7 ± 0.5 MV/cm for as-deposited films and 8.4 ± 0.5 MV/cm for postdeposition annealed films"",
        ""film_composition"": ""Stoichiometric with low C (1 atom %) and H (3 atom %) contents at 200°C and higher; oxygen-rich with higher H-content at lower temperatures""
    }
}"
25,Al2O3,AlMe3,H2O,,,10.1063/1.2828338,R732637,Atomic-layer-deposited nanostructures for graphene-based nanoelectronics,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, H2O""
        ],
        ""temperature_range"": ""200-300 °C"",
        ""pressure_range"": ""2-6 Torr""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""1-35 nm ALD Al2O3 films were deposited"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""1 nm after 10 cycles at 250 °C"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""0.04 nm rms roughness"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""The key feature of the ALD methods is the saturation of all the reaction and purging steps, which makes film growth self-limiting on the surface."",
        ""nucleation_behavior"": ""Nucleation occurs at the step edges of graphene, forming nanoribbons."",
        ""growth_per_cycle"": ""0.1 nm/cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""nanoribbon_dimensions"": ""5-200 nm in width and 50 µm in length"",
        ""growth_behavior_on_graphene"": ""No Al2O3 films are grown on graphene surface; growth occurs only at step edges."",
        ""lateral_growth_rate"": ""Temperature dependent; 50% larger at 200 °C compared to 250 °C"",
        ""vertical_growth_rate"": ""0.1 nm/cycle independent of growth temperature""
    }
}"
25,Al2O3,AlMe3,H2O,,,10.1063/1.3115144,R732640,A hybrid encapsulation method for organic electronics,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, H2O""
        ],
        ""temperature_range"": ""110 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""Deposition rate of 0.5 nm/min"",
        ""uniformity"": ""-"",
        ""conformality"": ""Smooth, conformal, and pinhole-free films"",
        ""film_thickness"": ""10-50 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""-""
    },
    ""safety"": ""-"",
    ""stability"": ""No increase in permeation rates during Ca corrosion tests for a minimum of 800 h"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Encapsulated pentacene/C60 solar cells showed no decrease in conversion efficiency after 5800 h of exposure to air"",
    ""extra_properties"": {
        ""effective_WVTR"": ""2.1 x 10^-5 g/m^2 day"",
        ""deposition_system"": ""Savannah 100 ALD system by Cambridge NanoTech"",
        ""pulse_duration"": ""15 ms for both trimethylaluminum and water"",
        ""purge_duration"": ""5 s between pulses"",
        ""barrier_performance"": ""Effective WVTR values of 2.1 x 10^-5 and 3.2 x 10^-5 g/m^2 day for SiOx/Al2O3/parylene and SiNx/Al2O3/parylene barrier films respectively"",
        ""additional_tests"": ""Ca corrosion tests with Al2O3 100 nm/parylene 1 µm films and SiOx 100 nm/parylene 1 µm yielded effective WVTR values of 10.3 x 10^-4 and 40.2 x 10^-2 g/m^2 day respectively"",
        ""processing_time"": ""Decreased by a factor of 5 when compared to multilayer structure consisting of SiOx/parylene with similar effective WVTR values""
    }
}"
25,Al2O3,AlMe3,H2O,,,10.1149/1.3076143,R732643,Thermal and Plasma Enhanced Atomic Layer Deposition of Al[sub 2]O[sub 3] on GaAs Substrates,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, H2O""
        ],
        ""temperature_range"": ""300°C"",
        ""pressure_range"": ""1 Torr (thermal ALD), 15 mTorr (PE ALD)""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""In situ spectroscopic ellipsometry (SE) and ex situ SE used to monitor growth"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""10 nm (100 cycles)"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Good roughness values, slightly higher for HCl-cleaned sample with thermally deposited Al2O3"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""No inhibition observed for PE ALD; minor inhibition for thermal ALD on HCl-cleaned GaAs substrate"",
        ""nucleation_behavior"": ""NH4)2S treatment most effective in removing native oxides; HCl clean also effective"",
        ""growth_per_cycle"": ""0.11 nm (PE ALD), 0.09 nm (thermal ALD)""
    },
    ""safety"": ""-"",
    ""stability"": ""No change in As oxides after a week for thermally grown ALD layers"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Thermally deposited ALD layers exhibited better electrical characteristics based on capacitance measurements"",
    ""extra_properties"": {
        ""Interfacial layer thickness"": ""1.92 nm (PE ALD, HCl), 1.8 nm (PE ALD, NH4)2S), 1.06 nm (thermal ALD, HCl), 1.55 nm (thermal ALD, uncleaned)"",
        ""Contamination at interface"": ""Si, C, CN, S, Cl, F, Br, Mg, Mn, Ca, K, Na detected; PE ALD reduces contamination more effectively""
    }
}"
25,Al2O3,AlMe3,H2O,,,10.1063/1.3399776,R732646,Origin and passivation of fixed charge in atomic layer deposited aluminum oxide gate insulators on chemically treated InGaAs substrates,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, H2O""
        ],
        ""temperature_range"": ""270 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""Film thicknesses were determined by ellipsometry, calibrated by cross-sectional transmission electron microscopy."",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""2.4–16 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""-""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""fixed_charge"": ""Presence of positive bulk fixed charge and negative interfacial fixed charge within ALD-Al2O3."",
        ""passivation"": ""Hydrogen passivation neutralizes fixed charge; forming gas anneal removed most of the fixed charge."",
        ""dielectric_constant"": ""8.2 for as-deposited films, 6.8 after forming gas anneal."",
        ""capacitance-voltage_measurements"": ""Used to determine the presence of fixed charge and the effect of forming gas anneal."",
        ""first-principles_calculations"": ""Predicted passivation of O and Al dangling bonds, confirmed experimentally."",
        ""stoichiometry_variation"": ""Local variation in aluminum:oxygen stoichiometry affects fixed charge distribution.""
    }
}"
25,Al2O3,AlMe3,H2O,,,10.1149/1.3428705,R732608,Low Temperature Plasma-Enhanced Atomic Layer Deposition of Metal Oxide Thin Films,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, H2O""
        ],
        ""temperature_range"": ""25-400°C"",
        ""pressure_range"": ""1 mTorr (OpAL), 10^-3 mTorr (ALD-I and FlexAL), 100-1000 mTorr (OpAL), 7.5-100 mTorr (ALD-I and FlexAL)""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""In situ spectroscopic ellipsometry (SE) was used to monitor film growth."",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""0.17 nm/cycle at 25°C to 0.11 nm/cycle at 300°C for plasma-enhanced process"",
        ""film_density"": ""3.0 g/cm³ at ≥200°C, decreasing to 2.6 g/cm³ at 25°C"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, demonstrated by the linear growth per cycle."",
        ""nucleation_behavior"": ""No significant nucleation delay observed."",
        ""growth_per_cycle"": ""0.17 nm/cycle at 25°C to 0.11 nm/cycle at 300°C for plasma-enhanced process""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""Post-plasma purge times required were significantly lower than those required to purge water from the system in the thermal process."",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Comparison with thermal ALD"": ""Plasma-enhanced ALD showed higher growth per cycle at low temperatures compared to thermal processes."",
        ""Impurity content"": ""Films were over-stoichiometric at deposition temperatures below 200°C due to incorporation of hydroxyl groups."",
        ""Carbon content"": ""Below RBS detection limit (1 atom %)."",
        ""Hydrogen content"": ""Decreased with increasing substrate temperature.""
    }
}"
25,Al2O3,AlMe3,H2O,,,10.1063/1.3505311,R732649,Very low surface recombination velocities on p- and n-type c-Si by ultrafast spatial atomic layer deposition of aluminum oxide,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, H2O""
        ],
        ""temperature_range"": ""300 to 425 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""Film thickness scales linearly with the number of reactor head rotations, corroborating an ALD process at a growth per cycle of 0.12 nm/cycle."",
        ""uniformity"": ""-"",
        ""conformality"": ""Highly conformal coatings with very low pinhole densities."",
        ""film_thickness"": ""15 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""The ALD process is divided into two self-limiting half-reactions, leading to a saturation of the growth surface by exactly one monolayer of precursor molecules during each half-reaction."",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""0.12 nm/cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""Excellent thermal stability of the passivation quality."",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Effective surface recombination velocities of 6.5 cm/s on p-type c-Si and 8.1 cm/s on n-type c-Si."",
    ""extra_properties"": {
        ""surface_recombination_velocity"": ""6.5 cm/s on p-type and 8.1 cm/s on n-type crystalline silicon wafers"",
        ""deposition_rate"": ""70 nm/min"",
        ""fixed_charge_density"": ""Qf = -4 × 10^12 cm^-2"",
        ""interface_state_density"": ""Dit of 10^10–10^12 eV^-1 cm^-2"",
        ""annealing_conditions"": ""Postdeposition anneal in nitrogen atmosphere, with temperatures ranging from 300 to 425 °C"",
        ""firing_conditions"": ""Firing in an industrial conveyor belt furnace at a belt speed of 5.9 m/min and a set peak temperature of 920 °C, corresponding to an actual peak temperature of about 800 °C and a dwell time of 6 s above 600 °C""
    }
}"
29,Al2O3,AlMe3,O2 plasma,,,10.1149/1.2737629,R732634,Plasma and Thermal ALD of Al[sub 2]O[sub 3] in a Commercial 200 mm ALD Reactor,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, O2 plasma""
        ],
        ""temperature_range"": ""25°C to 300°C"",
        ""pressure_range"": ""15 mTorr""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""In situ spectroscopic ellipsometry (SE) measurements"",
        ""uniformity"": ""Nonuniformities of less than ±2% over 200 mm diameter substrates"",
        ""conformality"": ""Excellent conformality in macropores with an aspect ratio of 8:1"",
        ""film_thickness"": ""Varied, with specific example of 83 nm measured"",
        ""film_density"": ""2.6 ± 0.1 g/cm³ at 25°C to 3.0 ± 0.1 g/cm³ at 300°C"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""1.64 ± 0.02 for films deposited at temperatures higher than 100°C""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, evidenced by saturation behavior of the oxidation step"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""1.7 Å/cycle at 25°C to 1.0 Å/cycle at 300°C for remote plasma ALD; 1.0 Å/cycle at 200°C for thermal ALD""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""High dielectric constants of 7.8 (as-deposited) and 8.9 (forming gas annealed)"",
    ""extra_properties"": {
        ""electrical_properties"": ""Breakdown voltage of 9.7 ± 0.5 MV/cm for as-deposited films and 8.4 ± 0.5 MV/cm for annealed films"",
        ""film_composition"": ""Stoichiometric with O/Al ratio of 1.5 at temperatures ≥ 200°C; oxygen-rich at lower temperatures"",
        ""H_content"": ""1 atom % at 300°C to over 15 atom % at 25°C"",
        ""C_content"": ""Below 1 atom % except for 5 atom % at 25°C with standard plasma exposure""
    }
}"
29,Al2O3,AlMe3,O2 plasma,,,10.1149/1.3076143,R732643,Thermal and Plasma Enhanced Atomic Layer Deposition of Al[sub 2]O[sub 3] on GaAs Substrates,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, O2 plasma""
        ],
        ""temperature_range"": ""300°C"",
        ""pressure_range"": ""1 Torr (thermal ALD), 15 mTorr (PE ALD)""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""Ellipsometry and total X-ray reflection fluorescence were used to study the growth of the ALD layers."",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""10 nm (100 cycles)"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Good roughness values, slightly higher for HCl-cleaned sample with thermally deposited Al2O3"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""No inhibition observed for PE ALD, slight inhibition for thermal ALD on HCl-cleaned GaAs substrate"",
        ""nucleation_behavior"": ""NH4)2S treatment most effective in removing native oxides, followed by HCl clean"",
        ""growth_per_cycle"": ""0.11 nm for PE ALD, 0.09 nm for thermal ALD""
    },
    ""safety"": ""-"",
    ""stability"": ""Thermal ALD layers showed no change in As oxides after one week, indicating stability"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Thermally deposited ALD layers exhibited better electrical characteristics based on capacitance measurements"",
    ""extra_properties"": {
        ""Interfacial Layer"": ""Thinner interfacial layer for thermal ALD, thicker for PE ALD"",
        ""Contamination"": ""PE ALD able to remove several contaminants from the interface due to the oxidizing power of the O2 plasma""
    }
}"
29,Al2O3,AlMe3,O2 plasma,,,10.1149/1.3428705,R732608,Low Temperature Plasma-Enhanced Atomic Layer Deposition of Metal Oxide Thin Films,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, O2 plasma""
        ],
        ""temperature_range"": ""25-400°C"",
        ""pressure_range"": ""1 mTorr (OpAL), 10^-3 mTorr (ALD-I and FlexAL), 100-1000 mTorr (OpAL), 7.5-100 mTorr (ALD-I and FlexAL)""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""In situ spectroscopic ellipsometry (SE)"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""0.17 nm/cycle at 25°C to 0.11 nm/cycle at 300°C"",
        ""film_density"": ""3.0 g/cm³ at ≥200°C, 2.6 g/cm³ at 25°C"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, demonstrated by linear growth per cycle"",
        ""nucleation_behavior"": ""No significant nucleation delay observed"",
        ""growth_per_cycle"": ""0.17 nm/cycle at 25°C to 0.11 nm/cycle at 300°C""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Additional property 1"": ""Film composition determined by Rutherford backscattering spectroscopy (RBS)"",
        ""Additional property 2"": ""Hydrogen content decreases with increasing substrate temperature"",
        ""Additional property 3"": ""Carbon content below RBS detection limit (1 atom %)""
    }
}"
29,Al2O3,AlMe3,O2 plasma,,,10.1063/1.2240736,R732652,Ultralow surface recombination of c-Si substrates passivated by plasma-assisted atomic layer deposited Al2O3,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, O2 plasma""
        ],
        ""temperature_range"": ""200 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""Monitored by in situ spectroscopic ellipsometry"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""7-30 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""1.65""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""1.2 Å per cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""Amorphous composition confirmed by HR-TEM"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Effective surface recombination velocities of 2 and 13 cm/s on low resistivity n- and p-type c-Si, respectively"",
    ""extra_properties"": {
        ""Effective lifetime"": ""Up to 1.2 ms for p-type and 6.6 ms for n-type substrates"",
        ""Postdeposition annealing"": ""425 °C in N2 environment for 30 min"",
        ""Built-in charge"": ""Negative charge of 10^13 cm^-2""
    }
}"
29,Al2O3,AlMe3,O2 plasma,,,10.1063/1.2357886,R732655,<i>In situ</i> reaction mechanism studies of plasma-assisted atomic layer deposition of Al2O3,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, O2 plasma""
        ],
        ""temperature_range"": ""70 °C"",
        ""pressure_range"": ""10 mTorr""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""-"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""1.7 Å/cycle"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""54 ng cm−2/cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""reaction_mechanism"": ""O radicals drive combustionlike reactions to remove -CH3 groups; H2O generated in plasma also contributes to -CH3 removal"",
        ""diagnostic_methods"": ""Quartz crystal microbalance (QCM), mass spectrometry (QMS), optical emission spectroscopy (OES)"",
        ""plasma_power"": ""100 W"",
        ""plasma_pulse_duration"": ""2 s"",
        ""mass_change_observation"": ""Sharp increase in mass during AlMe3 pulsing, followed by a large negative spike and recovery during plasma exposure"",
        ""reaction_products"": ""CH4, CO, CO2, H2O"",
        ""emission_spectrum"": ""Broadband emission from CO, atomic hydrogen (H), and O radicals""
    }
}"
29,Al2O3,AlMe3,O2 plasma,,,10.1063/1.2940598,R732658,Surface chemistry of plasma-assisted atomic layer deposition of Al2O3 studied by infrared spectroscopy,"{
    ""process_parameters"": {
        ""reactants"": [
            ""AlMe3, O2 plasma""
        ],
        ""temperature_range"": ""25-150 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""Al2O3"",
        ""thickness_control"": ""-"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""-"",
        ""film_density"": ""3.0 g/cm³"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""Varies with temperature; decreases with increasing temperature above 100 °C""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""surface_groups"": ""CH3 and OH"",
        ""impurities"": ""C-related impurities at lower temperatures"",
        ""plasma_exposure_time"": ""Longer plasma exposure reduces impurities"",
        ""combustionlike_reactions"": ""CO, CO2, and H2O formed during O2 plasma half-cycle"",
        ""bifunctional_adsorption"": ""More pronounced at lower temperatures""
    }
}"
